funding_per_student_usd,avg_test_score_percent,student_teacher_ratio,percent_low_income,percent_minority,internet_access_percent,dropout_rate_percent,state_California,state_Florida,state_Georgia,state_Illinois,state_Michigan,state_New York,state_North Carolina,state_Ohio,state_Pennsylvania,state_Texas,school_type_Charter,school_type_Private,school_type_Public,grade_level_Elementary,grade_level_High,grade_level_Middle
18410.36,52.2,25.6,63.4,47.120994567871094,76.5,12.78,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
22177.28,54.5,13.0,44.976722717285156,41.563804626464844,79.1,3.53,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
6020.51,88.2,26.6,34.2,90.2,76.5,6.6,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
7851.38,97.9,21.9,82.1,53.5,63.5,1.11,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
15696.28,49.7,21.6,60.8,59.8,87.4,3.71,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
12057.53125,59.1,11.1,25.4,86.2,72.3,7.54,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
10167.94,84.5,11.4,54.9,11.8,71.5,0.87,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
14062.74,73.6,23.1,81.2,66.3,79.7,7.6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
22238.67,97.6,19.3,22.9,20.0,59.9,12.4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
22787.89,57.6,10.2,80.6,47.93370819091797,82.8,9.24,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
15336.22,80.0,12.6,69.2,35.4,72.5,4.32,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
21824.91,68.0,12.8,15.7,47.7,53.167415618896484,12.6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
24425.17,65.3,14.813444137573242,35.7,38.8,57.8,10.24,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
20512.41,44.8,20.1,59.6,9.1,81.5,11.41,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
19989.33,90.1,22.8,64.6,55.0,97.8,5.91,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
8681.92,75.1,12.5,75.7,82.0,61.4,0.61,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
15418.75,84.0,26.4,48.4,53.7,67.6,11.59,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
24562.36,88.2,22.2,43.0,80.3,97.0,12.83,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
22343.11,59.4,13.9,48.98855209350586,13.7,88.3,8.66,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
19037.35,86.4,22.4,74.0,46.1,77.7,4.32,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
19546.93,68.4,19.6,48.4,5.1,52.7,5.42,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
20275.54,45.4,15.0,40.4,30.0,61.3,9.76,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
22025.13,75.3,12.8,54.63748550415039,61.1,94.0,13.52,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
9293.73,83.1,10.5,94.9,22.7,81.1,5.94,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
7496.69,66.2,13.7,87.5,92.9,59.336692810058594,11.13,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
5473.56,93.7,12.2,92.8,81.9,88.0,11.82,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
23706.02,77.6,19.1,48.0,31.3,81.4,3.6,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
23198.11,90.95362854003906,29.2,35.4,38.7,82.5,6.27,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
5557.04,84.7,26.8,60.8,87.0,66.5,0.71,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
19890.29,44.1,21.2,71.0,31.8,50.4,10.4,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
21233.23,68.6,16.6,22.0,69.9,73.1,12.77,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
13137.96,77.89147186279297,22.1,82.4,46.904693603515625,82.42365264892578,9.16,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
6721.91,99.8,10.1,43.4,48.3,69.4,3.41,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
24643.68,45.9,29.2,49.6,58.823516845703125,82.5,12.9,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
21126.13,53.2,10.5,45.9,85.7,91.3,5.39,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
22357.18,57.0,23.4,45.5,36.6,93.8,2.97,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
9819.27,95.7,23.2,16.4,92.9,99.8,9.48,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
6314.74,50.8,29.9,59.2,65.5,62.3,14.99,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
22400.32,90.16433715820312,10.4,91.6,52.443748474121094,90.17577362060547,4.87,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
10307.57,85.0,21.5,49.8,82.8,65.2,6.62,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
7292.48,96.7,23.531089782714844,49.5,57.6,80.5,5.17,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
5780.51,66.1,19.5,23.5,84.02478790283203,54.4,10.41,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
9735.4,72.4,28.7,31.1,39.4,71.6,7.57,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
8211.36,69.14459228515625,20.6,34.9,41.9,72.5,6.85,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
23726.88,92.46959686279297,14.1,69.23469543457031,35.0,79.2,4.69,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
11880.67,74.8,11.4,52.8,6.3,99.6,14.67,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
18893.04296875,50.0,11.7,80.1,13.3,74.4,7.03,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
18156.546875,98.2,17.9,77.09783172607422,48.0,86.2,11.34,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
8959.61,80.5,27.4,47.1,14.5,74.5,10.59,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
20476.62,91.7,14.3,70.9,52.8,92.3,5.09,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
19745.31,85.4,17.8,39.1,10.3,86.3,0.78,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
7964.41,94.5,26.5,60.56306076049805,88.1,53.4,1.81,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
7251.77,94.9,10.8,20.0,59.8,69.4,12.78,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
16080.11,43.5,28.5,39.1,74.7,91.0,12.74,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9254.95,41.6,16.0,19.9,9.8,90.4,9.34,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
5964.16,79.4,26.5,28.3,11.5,69.5,9.04,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
12828.81,57.0250129699707,27.2,14.869349479675293,82.2,57.073829650878906,2.7,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
21513.68,91.2,19.4,80.1,58.1,68.3,4.76,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
11249.38,94.16197204589844,28.1,60.8,47.5,60.5,5.7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8968.7568359375,43.8,29.7,48.3,17.7,82.7,5.84,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
19537.49,84.9,11.8,51.2,82.18000793457031,90.0,12.31,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
23848.15,84.6,10.6,63.441192626953125,24.4,65.9,11.23,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
5934.15,60.3,26.2,48.5,55.5,81.3,8.18,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
19867.04,51.0,18.4,33.1,43.9,51.4,3.84,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22655.31,43.5,26.4,11.1,82.8,75.4,13.59,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
14346.55,74.6,17.537525177001953,26.2,25.4,97.5,7.14,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
18376.59,48.1,10.7,39.2,68.66966247558594,70.6,4.38,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
7961.54,80.9,18.6,48.1,71.2,62.4,1.21,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
9240.59,52.7,14.7,34.6,84.0,97.0,6.45,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
8623.83,96.1,13.1,93.6,19.8,67.6,12.21,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
7337.24,65.2,10.7,52.0,34.54698944091797,74.4,1.96,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
22878.6,45.7,14.5,48.8,29.5,54.231422424316406,12.84,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
7215.76,77.2,17.84490966796875,48.7,48.4,86.4,4.23,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
9293.89,47.7,17.5,22.741662979125977,84.1,50.6,5.3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
15878.01,44.3,28.6,83.6,55.0,90.2,1.25,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
16615.54,43.2,24.7,59.1,84.3,68.1,4.68,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
21416.89,52.7,18.9,54.6,63.4,77.0,8.12,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
17067.94921875,60.8,23.0,41.6,55.2,92.0,8.51,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
11432.46,50.8,18.4,78.0,65.2,66.1,2.01,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
17924.69,49.332740783691406,22.8,10.3,42.8,50.4,7.36,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
9063.65,49.1,21.8,20.7,22.2,53.8,3.7,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
6262.58,47.4,13.4,56.3,66.9,81.2,5.99,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
18930.9,61.1,23.547443389892578,29.375919342041016,69.1,96.6,10.95,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22010.51,63.5,27.4,59.9,13.9,96.5,10.11,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
22529.03,97.6,25.6,36.7,65.4,57.9,9.32,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
24239.13,72.2,14.1,39.6,57.03732681274414,71.3,3.18,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
15227.4,89.8,14.5,21.810239791870117,32.7,51.3,2.97,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
18505.46484375,42.0,19.6,62.3,26.055513381958008,97.5,7.51,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
23162.29,95.2,22.6,80.6,36.5,88.5,1.64,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
19064.09,78.3,11.6,19.3477783203125,11.0,82.4,7.31,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
17394.22,80.7,19.8,42.6,67.2,96.6,14.08,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
24905.29,47.5,29.0,46.31794738769531,34.3,96.3,5.58,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
6293.02,43.7,29.2,53.7,23.1,95.1,3.26,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
24465.35,51.2,20.1,49.8,89.1,67.4,8.94,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
10273.32,57.7,18.8,54.1,80.6,58.2,4.15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
10735.8,55.2,11.949869155883789,25.5,45.2,69.5,3.76,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
13292.01,47.4,12.599932670593262,80.86648559570312,20.0,66.6,9.44,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
17606.55,89.9,22.5,63.3,54.7,66.7,14.54,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
5012.97,48.5,12.2,70.1,19.5,63.62462615966797,2.72,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
22953.03,83.1,25.4,57.6,40.366607666015625,77.701904296875,4.96,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
20022.97,77.32357788085938,20.0,41.0,67.3,78.3,14.49,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
10378.056640625,86.56697082519531,27.36232566833496,83.9,88.2,99.8,10.71,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
7094.65,57.2,25.4,53.6,42.5,78.76396179199219,5.51,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
15299.17,76.2,28.5,45.7,40.6,77.1,1.01,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
18129.79,92.3,14.9,59.2,94.7,57.4,1.13,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
6809.263671875,76.3,22.6,41.0,41.5,91.9,10.31,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
21677.02,43.9,21.8,49.4,43.2,53.2,12.74,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
6600.83,81.2,14.8,90.4,61.3,96.7,3.76,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
15562.27,40.5,10.5,84.2,59.1,67.1,11.05,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
20255.19,47.2,16.231185913085938,41.0,43.1,75.9,7.94,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
18992.39,42.9,28.3,22.0,8.6,90.1,8.02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
17461.08984375,42.2,17.3,80.4,53.7,65.3,6.05,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
13014.56,79.7,16.2,82.8,60.7,97.5,9.93,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
15765.31,40.9,23.5,37.7,75.4,69.3,12.93,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
6940.05,55.4,23.3,71.43389129638672,29.6,67.2,5.56,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
12661.46,90.4,25.7,50.412940979003906,48.4,94.3,2.07,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
7969.77,85.69099426269531,17.8,31.7,50.8,87.8,12.29,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
12502.42,80.4,27.9,64.6,71.3,67.7,2.53,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
8197.86,58.1,21.3,85.3719711303711,32.1,98.1,12.22,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
5445.04,70.0,18.4,58.1,41.4,65.1,6.09,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
12311.0,78.5,20.7,27.6,81.7,57.0,1.71,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
7800.82,40.5,22.3,75.52098846435547,17.9,64.9,3.78,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
16813.75,68.9,26.5,59.9,18.7,93.1,13.45,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
19936.86,71.3,29.7,90.7,38.3,82.7,7.86,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
15282.69,79.5,21.5,74.41635131835938,11.3,68.3,10.87,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
22237.67,80.2,11.0,45.8,62.928077697753906,76.0,9.76,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
15416.3994140625,77.9,21.1,88.2,64.8,93.2,10.18,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
8966.89,66.3,13.7,40.8,92.6,87.4,2.32,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
11292.73,46.6,20.0,49.5,31.5,63.3,2.37,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
15611.4912109375,63.4,15.2,16.7,18.4,71.7,13.16,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
15399.8,66.0,18.0,11.7,85.3,55.8,11.24,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
17125.75,71.9,23.3,48.1,73.4,82.7,13.16,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
8738.09,63.4,24.9,93.7,49.42167282104492,69.5,13.04,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
17265.5,85.45578002929688,22.016712188720703,25.2,83.8,99.9,6.35,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
9109.9521484375,83.1,27.2,46.8,41.4,58.0,7.91,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9036.67,89.9,13.3,79.3,56.9,85.5,12.35,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
17748.451171875,41.7,13.8,43.5,93.5,88.6,12.51,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
7493.49,81.1,21.2,62.7,17.8,76.2,4.04,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
24487.67,56.9,11.5,40.2,26.7,97.5,8.73,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
24695.63,44.2,25.0,49.27091979980469,64.6,83.9,4.26,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
15829.16,96.0,28.3,59.4,69.3,97.5,11.9,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
7032.22,61.6,22.0,87.8,55.12268829345703,87.12088012695312,6.16,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
21119.96,52.4,20.6,21.39124298095703,9.5,82.6,8.85,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
11915.53,89.8,29.9,55.9,60.4,76.59400177001953,3.21,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
15471.48,51.6,10.9,31.1,83.9,94.2,1.53,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
6038.48,47.4,17.1,77.8,64.7,75.1,9.29,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
22776.05,41.5,17.8,77.6,64.3,79.4,4.56,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
11222.47,58.2,26.2,88.3,5.0,63.9,6.19,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
8898.22265625,45.7,21.1,86.8,38.7,88.2,12.39,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
22534.13,77.0,22.0,53.4,20.8,94.09589385986328,1.73,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
24536.61,50.6,10.8,82.7,29.4,66.4,2.99,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
12859.6669921875,93.9,23.4,14.2,51.6,54.5,9.74,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
5618.49,66.8,18.4,69.8,30.2,88.5,4.37,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
12573.85,46.5,29.5,45.4,69.1,72.5,2.26,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
22279.35,65.4,16.1,58.7,58.7,72.7,6.94,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
14834.83,57.5,12.4,62.3,90.5,67.5,2.96,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
10993.24,90.6,17.0,82.5146713256836,57.05393981933594,57.3,11.72,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
16980.89,59.8,13.1,45.3,50.2,93.1,14.8,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
17018.49,44.1,22.32541275024414,55.5,91.8,88.1,8.76,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
17928.65,83.8,26.1,36.3,19.6,56.0,7.57,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
16600.84,82.3,14.31761360168457,76.7,76.1,98.5,14.69,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
22595.3,91.3,23.7,71.6,67.4,60.5,6.23,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
17564.01,63.73357009887695,15.9,33.4,22.6,81.2,5.84,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
23688.251953125,43.3,11.0,32.64767837524414,59.4,67.2,14.54,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
13440.79,46.2,16.8,75.1,19.2,85.9,5.7,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
20185.79,98.0,13.6,57.6,68.6,65.0,12.3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
24807.06,44.4,17.6,25.4,56.7,59.4,14.65,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
24000.94,93.1,24.6,54.9,41.5,82.5,1.02,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
9050.24,54.9,25.1,90.0,40.3,68.9,2.38,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
24391.42,77.9,12.0,78.8,58.2,75.9,3.96,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
19996.34,41.2,14.0,46.6,18.4,80.0,1.09,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
8898.22265625,67.0,12.202299118041992,28.1,80.41038513183594,74.8,1.86,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
12007.89,53.2,11.214197158813477,26.3,68.9,77.0761489868164,4.41,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
5291.51,54.2,20.0,15.5,38.8,53.7,4.9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
6507.51,48.05915832519531,18.1,15.0,30.9637508392334,74.5,8.54,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
8485.865234375,56.3,10.5,80.6,75.0,74.2,11.25,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
11967.01,87.1,26.7,84.8,13.0,89.6,3.82,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
13447.18,52.7,24.6,81.8,75.1,54.3,7.23,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
17055.54,96.1,23.6,74.2,82.7,99.4,10.9,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
21551.1,85.9,17.7,50.1,82.3,71.1,1.98,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
8276.1,59.7,12.7,23.9,32.4,77.1,13.66,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
17127.44,81.10067749023438,29.2,55.6,73.9,92.0,1.46,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
9093.76,61.6,12.8,54.4,48.4,78.3,7.88,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
18044.06,71.7,25.7,54.7,58.7,88.1,9.96,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
8058.53,57.4,16.5,41.7,56.6,53.2,11.09,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
19926.92,56.2,15.7,50.3,36.1,87.0,11.73,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
18266.087890625,99.3,22.9,22.8,58.0,52.8,4.95,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
11618.59,89.6,14.9,76.3,60.6,73.6,6.23,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
17893.28,76.2,24.2,29.2,66.5,82.2,1.4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
19153.5,56.8,23.5,23.2,82.2,85.5,14.59,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
12440.62109375,76.2,15.8,86.4,46.1,88.9,0.64,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
6815.96,89.7,15.63060188293457,56.3,62.7,56.5,3.42,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
19833.66,74.7,11.3,63.2,70.3,51.8,12.85,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
14364.22,73.7,16.9,93.4,7.9,63.9,10.87,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
22411.2734375,61.9,26.4,86.0,31.0,67.21886444091797,12.42,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
5992.29,78.2,23.8,44.8,38.7,66.7,10.17,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
14851.28,72.6,12.1,30.6,30.2,52.5,3.65,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
10297.04,51.4,21.4,17.5,51.4,52.9,7.67,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
17791.31,48.2,21.8,89.2,9.7,54.0,9.06,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
18270.33,98.0,26.4,86.5,65.2,89.7,8.07,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
5901.92,55.2,24.7,11.0,77.0,64.5,7.62,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
12826.59,88.3,15.6,71.4,71.5,54.1,14.19,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
14815.59,79.11616516113281,12.5,14.4,92.1,99.0,0.54,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
22634.77734375,59.2,10.736614227294922,68.8,48.0,76.5,2.59,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
14361.85,52.5,16.2,73.82070922851562,88.8,96.5,11.97,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
20593.34,96.8,15.8,37.2,22.2,73.2,5.81,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
16776.09765625,98.3,26.4,25.2,34.0,94.1,4.44,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
23644.5,94.4,26.7,40.4,72.3,77.4,8.56,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
12295.52,61.9,18.2,38.1,26.6,74.1,13.66,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
21910.63,82.7,20.4,25.7,64.5,70.0,13.28,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
19512.19,41.6,18.2,28.6,59.6,98.6,4.25,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
19276.61,60.8,11.0,39.2,46.2,88.2,3.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
22563.27,45.4,14.2,79.0,83.1,74.4,10.01,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
18031.779296875,93.5,13.1,48.1,72.4,93.90724182128906,3.76,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
7012.78,95.8,21.0,29.2,58.1,57.4,2.63,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
12068.54,70.5,11.4,41.1,73.7,95.0,6.77,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
13078.91,64.9,27.4,80.88078308105469,48.2,95.7,5.57,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
13869.84,70.6,27.6,31.4,67.0,80.9,12.61,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
17329.384765625,55.3,27.2,63.7,32.1,75.6,3.65,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
